village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.10.17.2010,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.17,SUMBERJAYA,CIDENOK,45455,,,,45455,45455,45455,45455,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.17.2010;open_data_jabar:32.10.17.2010;kodepos_dev:32.10.17.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3562;open_data_jabar:21304;kodepos_dev:3562,2026-08-11
32.10.17.2011,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.17,SUMBERJAYA,LOJIKOBONG,45455,,,,45455,45455,45455,45455,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.17.2011;open_data_jabar:32.10.17.2011;kodepos_dev:32.10.17.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3563;open_data_jabar:21305;kodepos_dev:3563,2026-08-11
32.10.17.2012,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.17,SUMBERJAYA,PANJALIN LOR,45455,,,,45455,45455,45455,45455,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.17.2012;open_data_jabar:32.10.17.2012;kodepos_dev:32.10.17.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3564;open_data_jabar:21306;kodepos_dev:3564,2026-08-11
32.10.17.2013,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.17,SUMBERJAYA,SUMBERJAYA,45455,,,,45455,45455,45455,45455,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.17.2013;open_data_jabar:32.10.17.2013;kodepos_dev:32.10.17.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3565;open_data_jabar:21307;kodepos_dev:3565,2026-08-11
32.10.17.2014,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.17,SUMBERJAYA,PANCAKSUJI,45455,,,,45455,45455,45455,45455,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.17.2014;open_data_jabar:32.10.17.2014;kodepos_dev:32.10.17.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3566;open_data_jabar:21308;kodepos_dev:3566,2026-08-11
32.10.17.2015,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.17,SUMBERJAYA,GELOK MULYA,45455,,,,45455,45455,45455,45455,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.17.2015;open_data_jabar:32.10.17.2015;kodepos_dev:32.10.17.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3567;open_data_jabar:21309;kodepos_dev:3567,2026-08-11
32.10.18.2001,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,CIJUREY,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45437,45459,45459,45437;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2001;open_data_jabar:32.10.18.2001;kodepos_dev:32.10.18.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3568;open_data_jabar:21310;kodepos_dev:3568,2026-08-11
32.10.18.2002,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,PASIRMUNCANG,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45438,45459,45459,45438;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2002;open_data_jabar:32.10.18.2002;kodepos_dev:32.10.18.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3569;open_data_jabar:21311;kodepos_dev:3569,2026-08-11
32.10.18.2003,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,JATIPAMOR,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45431,45459,45459,45431;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2003;open_data_jabar:32.10.18.2003;kodepos_dev:32.10.18.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3570;open_data_jabar:21312;kodepos_dev:3570,2026-08-11
32.10.18.2004,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,BANTRANGSANA,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45439,45459,45459,45439;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2004;open_data_jabar:32.10.18.2004;kodepos_dev:32.10.18.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3571;open_data_jabar:21313;kodepos_dev:3571,2026-08-11
32.10.18.2005,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,JATISERANG,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45436,45459,45459,45436;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2005;open_data_jabar:32.10.18.2005;kodepos_dev:32.10.18.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3572;open_data_jabar:21315;kodepos_dev:3572,2026-08-11
32.10.18.2006,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,BONANG,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45435,45459,45459,45435;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2006;open_data_jabar:32.10.18.2006;kodepos_dev:32.10.18.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3573;open_data_jabar:21316;kodepos_dev:3573,2026-08-11
32.10.18.2007,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,LEUWISEENG,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45434,45459,45459,45434;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2007;open_data_jabar:32.10.18.2007;kodepos_dev:32.10.18.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3574;open_data_jabar:21317;kodepos_dev:3574,2026-08-11
32.10.18.2008,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,PANYINGKIRAN,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45432,45459,45459,45432;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2008;open_data_jabar:32.10.18.2008;kodepos_dev:32.10.18.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3575;open_data_jabar:21318;kodepos_dev:3575,2026-08-11
32.10.18.2009,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.18,PANYINGKIRAN,KARYAMUKTI,,45459,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45433,45459,45459,45433;45459,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.18.2009;open_data_jabar:32.10.18.2009;kodepos_dev:32.10.18.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3576;open_data_jabar:21319;kodepos_dev:3576,2026-08-11
32.10.19.2001,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,MAJASUKA,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2001;open_data_jabar:32.10.19.2001;kodepos_dev:32.10.19.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3577;open_data_jabar:21320;kodepos_dev:3577,2026-08-11
32.10.19.2002,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,CISAMBENG,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2002;open_data_jabar:32.10.19.2002;kodepos_dev:32.10.19.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3578;open_data_jabar:21321;kodepos_dev:3578,2026-08-11
32.10.19.2003,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,PALASAH,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2003;open_data_jabar:32.10.19.2003;kodepos_dev:32.10.19.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3579;open_data_jabar:21322;kodepos_dev:3579,2026-08-11
32.10.19.2004,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,WERAGATI,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2004;open_data_jabar:32.10.19.2004;kodepos_dev:32.10.19.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3580;open_data_jabar:21323;kodepos_dev:3580,2026-08-11
32.10.19.2005,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,TRAJAYA,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2005;open_data_jabar:32.10.19.2005;kodepos_dev:32.10.19.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3581;open_data_jabar:21324;kodepos_dev:3581,2026-08-11
32.10.19.2006,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,TARIKOLOT,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2006;open_data_jabar:32.10.19.2006;kodepos_dev:32.10.19.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3582;open_data_jabar:21326;kodepos_dev:3582,2026-08-11
32.10.19.2007,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,BUNIWANGI,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2007;open_data_jabar:32.10.19.2007;kodepos_dev:32.10.19.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3583;open_data_jabar:21327;kodepos_dev:3583,2026-08-11
32.10.19.2008,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,SINDANGHAJI,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2008;open_data_jabar:32.10.19.2008;kodepos_dev:32.10.19.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3584;open_data_jabar:21328;kodepos_dev:3584,2026-08-11
32.10.19.2009,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,WARINGIN,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2009;open_data_jabar:32.10.19.2009;kodepos_dev:32.10.19.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3585;open_data_jabar:21329;kodepos_dev:3585,2026-08-11
32.10.19.2010,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,PASIR,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2010;open_data_jabar:32.10.19.2010;kodepos_dev:32.10.19.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3586;open_data_jabar:21330;kodepos_dev:3586,2026-08-11
32.10.19.2011,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,KARAMAT,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2011;open_data_jabar:32.10.19.2011;kodepos_dev:32.10.19.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3587;open_data_jabar:21331;kodepos_dev:3587,2026-08-11
32.10.19.2012,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,ENGGALWANGI,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2012;open_data_jabar:32.10.19.2012;kodepos_dev:32.10.19.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3588;open_data_jabar:21332;kodepos_dev:3588,2026-08-11
32.10.19.2013,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.19,PALASAH,SINDANGWASA,45475,,,,45475,45475,45475,45475,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.19.2013;open_data_jabar:32.10.19.2013;kodepos_dev:32.10.19.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3589;open_data_jabar:21333;kodepos_dev:3589,2026-08-11
32.10.20.1004,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,CIGASONG,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45423,45476,45476,45423;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.1004;open_data_jabar:32.10.20.1004;kodepos_dev:32.10.20.1004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3593;open_data_jabar:21334;kodepos_dev:3590,2026-08-11
32.10.20.1005,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,SIMPEUREUM,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45422,45476,45476,45422;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.1005;open_data_jabar:32.10.20.1005;kodepos_dev:32.10.20.1005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3594;open_data_jabar:21335;kodepos_dev:3591,2026-08-11
32.10.20.1006,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,CICENANG,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45424,45476,45476,45424;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.1006;open_data_jabar:32.10.20.1006;kodepos_dev:32.10.20.1006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3595;open_data_jabar:21338;kodepos_dev:3592,2026-08-11
32.10.20.2001,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,KAWUNGHILIR,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45429,45476,45476,45429;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2001;open_data_jabar:32.10.20.2001;kodepos_dev:32.10.20.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3590;open_data_jabar:21339;kodepos_dev:3593,2026-08-11
32.10.20.2002,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,TAJUR,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45429,45476,45476,45429;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2002;open_data_jabar:32.10.20.2002;kodepos_dev:32.10.20.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3591;open_data_jabar:21340;kodepos_dev:3594,2026-08-11
32.10.20.2003,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,TENJOLAYAR,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45421,45476,45476,45421;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2003;open_data_jabar:32.10.20.2003;kodepos_dev:32.10.20.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3592;open_data_jabar:21341;kodepos_dev:3595,2026-08-11
32.10.20.2007,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,BARIBIS,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45425,45476,45476,45425;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2007;open_data_jabar:32.10.20.2007;kodepos_dev:32.10.20.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3596;open_data_jabar:21342;kodepos_dev:3596,2026-08-11
32.10.20.2008,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,BATUJAYA,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45426,45476,45476,45426;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2008;open_data_jabar:32.10.20.2008;kodepos_dev:32.10.20.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3597;open_data_jabar:21343;kodepos_dev:3597,2026-08-11
32.10.20.2009,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,KUTAMANGGU,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45427,45476,45476,45427;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2009;open_data_jabar:32.10.20.2009;kodepos_dev:32.10.20.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3598;open_data_jabar:21344;kodepos_dev:3598,2026-08-11
32.10.20.2010,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.20,CIGASONG,KARAYUNAN,,45476,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,45428,45476,45476,45428;45476,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.10.20.2010;open_data_jabar:32.10.20.2010;kodepos_dev:32.10.20.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3599;open_data_jabar:21345;kodepos_dev:3599,2026-08-11
32.10.21.2001,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,BANTARAGUNG,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2001;open_data_jabar:32.10.21.2001;kodepos_dev:32.10.21.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3600;open_data_jabar:21346;kodepos_dev:3600,2026-08-11
32.10.21.2002,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,PADAHERANG,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2002;open_data_jabar:32.10.21.2002;kodepos_dev:32.10.21.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3601;open_data_jabar:21347;kodepos_dev:3601,2026-08-11
32.10.21.2003,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,LENGKONG KULON,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2003;open_data_jabar:32.10.21.2003;kodepos_dev:32.10.21.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3602;open_data_jabar:21349;kodepos_dev:3602,2026-08-11
32.10.21.2004,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,JERUKLEUEUT,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2004;open_data_jabar:32.10.21.2004;kodepos_dev:32.10.21.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3603;open_data_jabar:21350;kodepos_dev:3603,2026-08-11
32.10.21.2005,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,SINDANGWANGI,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2005;open_data_jabar:32.10.21.2005;kodepos_dev:32.10.21.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3604;open_data_jabar:21351;kodepos_dev:3604,2026-08-11
32.10.21.2006,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,BUAHKAPAS,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2006;open_data_jabar:32.10.21.2006;kodepos_dev:32.10.21.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3605;open_data_jabar:21352;kodepos_dev:3605,2026-08-11
32.10.21.2007,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,UJUNGBERUNG,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2007;open_data_jabar:32.10.21.2007;kodepos_dev:32.10.21.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3606;open_data_jabar:21353;kodepos_dev:3606,2026-08-11
32.10.21.2008,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,BALAGEDOG,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2008;open_data_jabar:32.10.21.2008;kodepos_dev:32.10.21.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3607;open_data_jabar:21354;kodepos_dev:3607,2026-08-11
32.10.21.2009,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,LEUWILAJA,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2009;open_data_jabar:32.10.21.2009;kodepos_dev:32.10.21.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3608;open_data_jabar:21355;kodepos_dev:3608,2026-08-11
32.10.21.2010,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.21,SINDANGWANGI,LENGKONG WETAN,45474,,,,45474,45474,45474,45474,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.21.2010;open_data_jabar:32.10.21.2010;kodepos_dev:32.10.21.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3609;open_data_jabar:21356;kodepos_dev:3609,2026-08-11
32.10.22.2001,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.22,BANJARAN,GENTENG,45468,,,,45468,45468,45468,45468,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.22.2001;open_data_jabar:32.10.22.2001;kodepos_dev:32.10.22.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3610;open_data_jabar:21357;kodepos_dev:3610,2026-08-11
32.10.22.2002,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.22,BANJARAN,SUNIA,45468,,,,45468,45468,45468,45468,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.22.2002;open_data_jabar:32.10.22.2002;kodepos_dev:32.10.22.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3611;open_data_jabar:21358;kodepos_dev:3611,2026-08-11
32.10.22.2003,32,JAWA BARAT,32.10,KAB. MAJALENGKA,32.10.22,BANJARAN,DARMALARANG,45468,,,,45468,45468,45468,45468,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.10.22.2003;open_data_jabar:32.10.22.2003;kodepos_dev:32.10.22.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:3612;open_data_jabar:21360;kodepos_dev:3612,2026-08-11
